,Unnamed: 0,datetime,address,lat,long,weather,dead_count,injured_count,severity,cloudcover,dew,humidity,precip,temp,visibility,wspd
783,783,2015-09-05 07:10:00,,55.5667,37.4831,1,0.0,1.0,3,76.7,52.5,95.8,0.0,53.7,4.7,3.5
784,784,2015-09-05 08:50:00,,55.210833,37.202778,1,0.0,1.0,1,93.4,53.0,96.17,0.0,54.1,4.0,2.9
785,785,2015-09-05 09:10:00,"г Москва, ул Кировоградская, 24-1",55.613333,37.604444,3,0.0,1.0,1,79.1,53.0,96.97,0.0,53.8,3.8,3.0
786,786,2015-09-05 09:40:00,"М-7 Волга Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление), 70 км",55.848611,38.694722,1,0.0,2.0,3,100.0,54.7,100.0,0.0,54.7,1.2,2.2
788,788,2015-09-05 12:50:00,"г Москва, ул Кибальчича, 4-6",55.815,37.646944,3,0.0,2.0,1,60.5,53.3,98.21,0.0,53.7,2.4,1.7
789,789,2015-09-05 13:20:00,"г Москва, ш Можайское, 8",55.431667,37.260833,1,0.0,1.0,3,80.1,52.6,95.96,0.0,53.8,4.5,3.3
790,790,2015-09-05 14:03:00,"г Москва, наб Нагатинская, 54",55.689444,37.684444,3,0.0,2.0,1,76.6,53.3,97.64,0.0,53.9,3.1,2.6
791,791,2015-09-05 14:15:00,"д Новая Купавна, М-7 Волга Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление), 32 км",55.812778,38.109167,1,0.0,1.0,1,85.7,54.1,99.11,0.0,54.4,1.6,2.1
792,792,2015-09-05 14:30:00,"ЗАГОРСК-КАЛЯЗИН-РЫБИНСК-ЧЕРЕПОВЕЦ, 47 км",56.118056,38.191667,1,0.0,1.0,1,69.6,53.7,98.65,0.0,54.1,1.6,1.6
793,793,2015-09-05 14:55:00,"г Мытищи, пр-кт Новомытищинский, 42",55.908611,37.733056,3,0.0,1.0,3,57.9,53.4,98.93,0.0,53.7,1.7,1.2
794,794,2015-09-05 18:15:00,"г Москва, км МКАД 23-й, 000",55.601111,37.751111,1,0.0,1.0,3,88.1,53.7,98.54,0.0,54.1,2.8,2.5
795,795,2015-09-05 19:40:00,"М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 33 км",55.384167,37.820556,1,0.0,1.0,1,93.2,53.5,99.92,0.0,53.6,3.6,2.3
796,796,2015-09-06 04:20:00,"г Щербинка, ш Симферопольское, 8б",55.4997,37.5711,5,0.0,1.0,3,0.0,51.9,93.82,0.0,53.6,3.8,6.7
798,798,2015-09-06 05:00:00,"А-108 Московское большое кольцо Дмитров - Сергиев Посад - Орехово-Зуево - Воскресенск - Михнево - Балабаново - Руза - Клин - Дмитров, 52 км",55.503611,36.345556,5,1.0,0.0,2,57.5,52.4,95.99,0.0,53.5,4.8,5.2
799,799,2015-09-06 14:20:00,"г Москва, А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление), 71 км",55.2725,37.13,1,0.0,1.0,1,30.0,52.7,95.69,0.0,53.9,4.7,5.9
800,800,2015-09-06 15:00:00,"г Москва, пр-кт Свободный, 26",55.445556,37.485556,1,0.0,1.0,1,0.0,52.0,93.99,0.0,53.7,3.9,6.7
801,801,2015-09-06 15:45:00,"М-2 Крым Москва - Тула - Орел - Курск - Белгород - граница с Украиной (основное направление), 22 км",55.336389,37.362778,1,0.0,1.0,3,8.3,52.5,95.15,0.0,53.9,4.5,6.3
802,802,2015-09-06 16:00:00,"ММК-КРАСНОВИДОВО-АНОСИНО-ПАВЛОВСКАЯ СЛОБОДА, 27 км",55.835556,36.921944,3,0.0,1.0,1,0.0,53.2,98.3,0.0,53.6,5.6,7.2
803,803,2015-09-06 18:00:00,,55.581389,37.461111,1,0.0,1.0,3,0.0,52.2,94.85,0.0,53.7,4.3,6.7
804,804,2015-09-06 18:45:00,"г Москва, ул Соколиной Горы 5-я, 16-1",55.455,37.441667,1,0.0,1.0,1,0.0,52.0,94.0,0.0,53.6,3.9,6.7
805,805,2015-09-06 18:58:00,"г Москва, ул Фестивальная, 53 А стр.3",55.860278,37.495556,1,0.0,1.0,1,0.0,53.3,98.83,0.0,53.7,5.9,8.1
806,806,2015-09-06 19:00:00,"М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 51 км",55.318056,37.804444,1,0.0,2.0,3,0.0,54.4,98.21,0.0,54.9,5.7,5.2
807,807,2015-09-06 19:00:00,"г Москва, км МКАД 28-й, 000",55.575556,37.687222,1,0.0,3.0,3,0.0,52.6,95.11,0.0,53.9,4.5,6.5
809,809,2015-09-06 19:35:00,"г Москва, ул Верхние Поля, 71",55.656944,37.826389,3,0.0,1.0,3,0.0,53.1,95.84,0.0,54.3,5.2,6.5
811,811,2015-09-06 19:40:00,"А-109 Ильинское шоссе, 5 км",55.795833,37.293611,1,0.0,1.0,1,0.0,53.2,98.49,0.0,53.7,5.7,7.3
812,812,2015-09-06 19:45:00,"г Москва, ул Госпитальный Вал, 8-1",55.772222,37.7075,3,1.0,0.0,2,0.0,53.1,96.89,0.0,54.0,5.4,7.0
813,813,2015-09-06 20:00:00,"г Москва, км МКАД 33-й, 000",55.576389,37.594167,1,0.0,1.0,1,0.0,52.2,94.57,0.0,53.7,4.2,6.6
814,814,2015-09-06 20:05:00,"г Москва, ул Генерала Белова, 17",55.62,37.7175,1,0.0,1.0,1,0.0,52.8,95.56,0.0,54.0,4.8,6.5
815,815,2015-09-06 20:30:00,"МОСКВА-СИМФЕРОПОЛЬ, 61 км",55.152778,37.304167,1,1.0,0.0,2,33.1,52.8,95.82,0.0,54.0,4.9,5.7
816,816,2015-09-06 20:35:00,"г Щелково, ул Браварская, 1А",55.561944,37.581667,1,0.0,1.0,3,0.0,52.1,94.3,0.0,53.7,4.1,6.7
818,818,2015-09-06 20:39:00,"г Москва, ул Живописная, 3",55.798333,37.450556,1,0.0,2.0,3,0.0,53.2,98.14,0.0,53.7,5.6,7.4
819,819,2015-09-06 20:40:00,"г Москва, ш Шереметьевское, 5",55.982778,37.418056,1,0.0,1.0,3,0.0,53.5,99.99,0.0,53.5,6.2,8.9
820,820,2015-09-06 20:50:00,"д Пехорка, МОСКВА-ЖУКОВСКИЙ, 28 км",55.103056,37.151667,1,0.0,1.0,1,51.3,52.7,95.82,0.0,53.9,4.9,5.2
821,821,2015-09-06 20:55:00,"М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 67 км",55.195556,37.89,1,0.0,1.0,3,0.0,53.9,97.19,0.0,54.7,5.5,5.6
822,822,2015-09-06 21:18:00,"г Москва, ул 800-летия Москвы, 11 кор.1",55.881389,37.564167,1,0.0,2.0,1,0.0,53.3,98.84,0.0,53.7,5.9,8.1
823,823,2015-09-06 21:30:00,"д Осеченки, ул Шоссейная",55.655556,38.099722,1,0.0,1.0,3,0.0,53.5,94.75,0.0,55.0,5.9,6.5
824,824,2015-09-06 21:44:00,"г Москва, ул Молодогвардейская, 51",55.733611,37.406111,1,0.0,1.0,3,0.0,53.1,98.12,0.0,53.7,5.6,6.9
825,825,2015-09-06 21:45:00,"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление), 78 км",55.326944,36.708056,1,1.0,3.0,2,61.0,52.5,96.09,0.0,53.6,4.9,4.9
826,826,2015-09-06 21:50:00,"г Москва, ул Осташковская, 28",55.890833,37.674167,1,0.0,1.0,1,0.0,53.3,98.3,0.0,53.8,5.8,7.8
827,827,2015-09-06 21:50:00,"МЕЩЕРИНСКОЕ Ш., 1 км",55.592778,37.780278,1,0.0,1.0,3,0.0,53.0,95.68,0.0,54.2,5.0,6.4
828,828,2015-09-06 22:00:00,"г Москва, ш Пятницкое, 36",55.510833,37.213889,1,0.0,1.0,3,5.5,52.6,96.38,0.0,53.6,4.8,6.6
829,829,2015-09-06 23:00:00,"г Москва, проезд Лианозовский, 1ж",55.897778,37.551944,1,0.0,1.0,1,0.0,53.4,99.11,0.0,53.6,6.0,8.3
830,830,2015-09-06 23:15:00,"г Москва, пр-кт Ленинский, 78",55.686667,37.543333,1,0.0,1.0,1,0.0,52.8,96.59,0.0,53.8,5.0,6.8
831,831,2015-09-06 23:20:00,"г Москва, ул Симоновский Вал, 12 корп. 2",55.724722,37.663611,1,0.0,1.0,1,0.0,53.0,96.55,0.0,53.9,5.2,6.8
833,833,2015-09-06 23:40:00,"г Подольск, ул Ленинградская, 10 а",55.426667,37.499444,1,0.0,1.0,3,0.0,52.1,94.22,0.0,53.7,4.0,6.6
834,834,2015-09-06 23:40:00,"г Москва, ш Можайское, 48",55.716944,37.406389,1,0.0,2.0,1,0.0,53.1,98.15,0.0,53.6,5.6,6.8
835,835,2015-09-06 23:45:00,"г Москва, км МКАД 102-й",55.831944,37.823889,1,0.0,3.0,3,0.0,53.2,97.02,0.0,54.0,5.5,7.1
836,836,2015-09-06 23:45:00,"г Москва, км МКАД 10-й, 1000",55.676389,37.834722,1,0.0,3.0,3,0.0,53.1,95.91,0.0,54.3,5.3,6.6
837,837,2015-09-07 00:10:00,"М-1 Беларусь Москва - граница с Республикой Белоруссия (основное направление), 86 км",55.0,36.0,1,0.0,1.0,1,100.0,54.2,96.78,0.0,55.1,6.2,6.7
838,838,2015-09-07 01:00:00,"М-5 Урал Москва - Рязань - Пенза - Самара - Уфа – Челябинск (основное направление), 36 км",55.560278,38.055556,1,0.0,1.0,3,98.9,57.1,94.33,0.0,58.7,3.5,15.1
839,839,2015-09-07 02:40:00,"г Москва, км МКАД 2-й",55.76,37.841944,1,0.0,2.0,3,96.7,56.2,96.45,0.0,57.2,4.8,12.8
840,840,2015-09-07 04:00:00,"г Москва, ул Мантулинская, 5СТР2",55.755833,37.549444,1,0.0,2.0,1,95.5,55.7,97.34,0.0,56.5,4.8,12.5
842,842,2015-09-08 20:10:00,"д Мамоново, ул Колхозная, 89А",55.101389,37.051667,1,1.0,0.0,2,31.5,47.4,89.81,0.0,50.2,6.2,8.4
843,843,2015-09-09 11:35:00,"г Москва, ул Профсоюзная, 85 МГО 191",55.644167,37.5275,1,0.0,1.0,1,95.6,50.1,93.63,0.0,51.8,6.2,7.4
844,844,2015-09-09 14:40:00,"г Москва, ул Академика Пилюгина, 2",55.673611,37.543889,1,0.0,1.0,1,95.0,50.1,93.61,0.0,51.9,6.2,7.6
845,845,2015-09-09 14:50:00,"г Москва, ул Вильгельма Пика, 4",55.835833,37.632778,1,0.0,1.0,1,96.0,50.0,93.44,0.0,51.9,6.2,8.1
847,847,2015-09-09 20:00:00,"г Москва, б-р Новочеркасский, 30",55.646389,37.725556,3,0.0,1.0,3,95.0,50.2,93.51,0.0,52.0,6.2,7.2
848,848,2015-09-09 20:10:00,"г Москва, ул Введенского, 13е",55.641944,37.540556,1,0.0,1.0,3,95.8,50.1,93.63,0.0,51.8,6.2,7.4
849,849,2015-09-09 20:30:00,"г Москва, пр-кт Ленинский, 86",55.676944,37.529722,1,0.0,1.0,1,94.7,50.1,93.6,0.0,51.8,6.2,7.6
850,850,2015-09-09 21:30:00,"г Москва, ул Профсоюзная, 131г",55.613056,37.495556,1,0.0,2.0,1,96.4,50.0,93.63,0.0,51.8,6.2,7.3
851,851,2015-09-09 22:28:00,"г Москва, ул Введенского, 14 а",55.642778,37.541111,1,0.0,1.0,1,95.8,50.1,93.63,0.0,51.8,6.2,7.4
853,853,2015-09-10 03:40:00,"г Москва, ул Адмирала Лазарева, 36",55.545556,37.526944,1,0.0,1.0,3,89.5,50.0,93.58,0.0,51.7,6.2,4.6
854,854,2015-09-10 09:50:00,"ПОДЪЕЗД К ИНСТИТУТУ ЭНЕРГИЯ, 3 км",54.88,37.995556,1,0.0,2.0,1,88.4,49.9,93.55,0.0,51.7,5.8,6.6
855,855,2015-09-11 13:20:00,"ПОДХОД К Г.КОЛОМНА, 119 км",55.053889,38.998056,1,0.0,3.0,3,55.5,46.3,90.26,0.0,49.0,6.2,5.6
857,857,2015-09-20 17:00:00,"г Серпухов, ш Борисовское, 1",54.916944,37.412778,1,0.0,2.0,3,36.7,50.7,85.86,0.0,54.9,6.2,2.3
858,858,2015-09-20 18:20:00,"г Видное, ш Белокаменное, дом2",55.548889,37.7425,1,0.0,1.0,1,0.0,49.3,83.14,0.0,54.3,6.2,2.5
860,860,2015-09-20 19:00:00,"М-7 Волга Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление), 61 км",55.855278,38.553889,1,1.0,0.0,2,0.0,49.8,79.52,0.0,56.0,6.2,4.0
861,861,2015-09-20 19:20:00,"г Москва, пр-кт Кутузовский, 9км",55.728056,37.471667,1,0.0,1.0,3,0.0,49.4,84.51,0.0,54.0,6.2,4.4
862,862,2015-09-20 19:30:00,"МОСКВА-СИМФЕРОПОЛЬ, 70 км",55.1806,37.4822,1,0.0,1.0,3,7.0,49.6,82.82,0.0,54.7,6.2,2.9
863,863,2015-09-20 19:30:00,"г Котельники, мкр Белая дача, 40",55.393889,37.513056,1,0.0,2.0,3,0.8,48.7,85.51,0.0,53.0,6.2,1.2
864,864,2015-09-20 21:00:00,"ЯМ-СЕМИВРАГИ-ДОМОДЕДОВСКОЕ КЛАДБИЩЕ, 1 км",55.755556,37.945,1,0.0,1.0,3,0.0,49.7,80.76,0.0,55.5,6.2,4.1
865,865,2015-09-21 00:10:00,"г Москва, ул Радиальная 6-я, 5 К2",55.603817,37.659363,1,0.0,1.0,1,88.0,54.2,88.82,0.0,57.5,5.4,6.2
866,866,2015-09-21 00:30:00,"г Жуковский, ул Туполева, 22",55.605556,38.116667,1,2.0,1.0,2,88.0,55.2,88.08,0.0,58.8,6.1,4.7
867,867,2015-09-21 01:30:00,"г Москва, наб Академика Туполева, 9СТР6",55.758889,37.670833,3,1.0,0.0,2,88.0,53.5,86.7,0.0,57.4,5.6,6.3
868,868,2015-09-21 02:15:00,"СУХАРЕВО-МАРФИНО-САН.МАРФИНО, 2 км",55.090556,37.561944,1,0.0,1.0,3,89.9,54.8,91.25,0.0,57.3,5.3,5.9
869,869,2015-09-21 02:45:00,"г Москва, км МКАД 16-й, 000",55.720278,37.842222,1,0.0,1.0,3,88.0,54.2,87.94,0.0,57.8,5.7,5.9
870,870,2015-09-21 03:40:00,"г Москва, пр-кт Мира, 202",55.838611,37.660833,1,1.0,0.0,2,88.0,52.9,85.14,0.0,57.3,5.8,6.4
871,871,2015-09-28 07:50:00,"г Москва, проезд Нагорный, 6",55.688011,37.616955,1,0.0,1.0,1,0.0,45.2,48.71,0.0,64.9,6.2,4.5
872,872,2015-09-28 08:10:00,"г Москва, ул Новогиреевская, 50к9",55.749444,37.845982,1,0.0,1.0,1,0.0,45.3,50.36,0.0,64.1,6.2,5.0
873,873,2015-09-28 08:25:00,"М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 33 км",55.463333,37.755556,1,0.0,1.0,1,0.0,44.0,46.83,0.0,64.8,6.2,4.7
874,874,2015-09-28 08:50:00,"г Москва, ул Адмирала Лазарева, 49",55.541667,37.515278,1,0.0,2.0,1,0.0,44.7,45.85,0.0,66.1,6.2,2.4
875,875,2015-09-28 09:10:00,"г Москва, ул Косинская, 28к3",55.882324,37.789345,1,0.0,1.0,1,0.0,45.6,50.66,0.0,64.3,6.2,6.2
876,876,2015-09-28 09:15:00,"г Москва, ул Ташкентская, 10 корп.1",55.707778,37.818056,1,0.0,2.0,3,0.0,45.2,49.98,0.0,64.2,6.2,4.8
877,877,2015-09-28 09:40:00,"г Чехов, ул Новослободская, 5",55.235278,37.813333,1,0.0,1.0,1,0.0,43.9,47.2,0.0,64.5,6.2,5.1
878,878,2015-09-28 10:03:00,"А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 0 км",55.766944,37.313056,1,0.0,1.0,1,0.0,45.9,50.63,0.0,64.6,6.2,6.2
879,879,2015-09-28 10:10:00,"д Пехорка, ул Жуковского",55.632778,37.968889,3,0.0,1.0,1,0.0,45.4,52.85,0.0,62.8,6.2,4.7
880,880,2015-09-28 10:45:00,"г Москва, ул Байкальская, 45",55.816667,37.820556,1,0.0,1.0,3,0.0,45.4,50.43,0.0,64.2,6.2,5.6
881,881,2015-09-28 10:50:00,"М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 50 км",55.326944,37.810556,1,0.0,1.0,1,0.0,43.4,46.44,0.0,64.4,6.2,5.8
882,882,2015-09-28 11:30:00,"п Крекшино, ул Железнодорожная 1-я, 9",55.580556,37.115278,1,0.0,2.0,3,0.0,45.7,50.01,0.0,64.8,6.2,5.5
885,885,2015-10-02 00:00:00,"г Москва, ул Декабристов, 3",55.870556,37.595278,1,0.0,1.0,1,75.6,43.7,83.15,0.0,48.6,6.2,13.4
886,886,2015-10-02 02:35:00,"г Видное, ул Старо-Нагорная, 2 А",55.555556,37.681667,1,0.0,1.0,1,55.8,42.7,79.85,0.0,48.6,6.2,13.0
887,887,2015-10-02 02:40:00,"г Москва, ш Пятницкое, 9",55.839444,37.386111,1,0.0,1.0,3,72.5,43.6,82.66,0.0,48.7,6.2,13.7
890,890,2015-10-02 06:45:00,"г Балашиха, М-7 Волга Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление), 26 км",55.8025,38.018333,1,0.0,1.0,1,66.8,42.4,77.48,0.0,49.2,6.2,11.9
891,891,2015-10-04 13:55:00,"МОСКВА-РИГА-МАНСУРОВО-РАКОВО, 2 км",55.903889,36.728889,10,0.0,2.0,3,0.0,35.5,82.69,0.0,40.4,6.2,5.9
892,892,2015-10-07 18:35:00,"г Москва, пр-кт Маршала Жукова, 62",55.777778,37.459167,1,0.0,1.0,1,0.0,26.1,73.69,0.0,33.6,6.2,8.8
893,893,2015-10-07 19:10:00,"п Власиха, ул Маршала Жукова, 10",55.680833,37.189444,2,0.0,1.0,1,0.0,26.4,78.17,0.0,32.4,6.2,7.2
895,895,2015-10-08 20:10:00,"г Москва, ул Енисейская, 1",55.850556,37.670833,1,0.0,1.0,1,88.0,30.3,87.1,0.0,33.7,6.2,9.4
896,896,2015-10-09 09:30:00,"г Электросталь, А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 8 км",55.781667,38.432222,4,0.0,1.0,3,83.2,29.5,86.46,0.0,33.1,6.2,12.5
897,897,2015-10-09 10:04:00,"г Москва, пр-кт Кутузовский, 48",55.730833,37.487222,2,0.0,1.0,1,79.4,27.5,86.34,0.0,31.1,6.2,11.4
898,898,2015-10-09 10:35:00,"г Москва, ул Калитниковская Б., 3",55.737778,37.677222,2,0.0,1.0,3,77.2,28.3,86.39,0.0,31.9,6.2,11.6
900,900,2015-10-09 11:45:00,"г Москва, ул Верхние Поля, 48",55.656944,37.830833,2,0.0,2.0,1,83.4,29.2,86.44,0.0,32.8,6.2,12.1
901,901,2015-10-09 13:20:00,"г Раменское, ул Карла Маркса, 1",55.566944,38.221667,2,0.0,1.0,1,87.8,30.1,86.49,0.0,33.7,6.2,13.3
902,902,2015-10-09 15:52:00,"г Москва, пер Новоподмосковный 1-й, 4",55.0,37.0,2,0.0,2.0,1,93.9,26.1,77.82,0.0,32.2,6.2,6.8
905,905,2015-10-10 11:30:00,"г Москва, б-р Сиреневый, 26-43",55.802222,37.794722,1,0.0,1.0,1,97.8,27.2,84.71,0.0,31.3,6.2,8.1
906,906,2015-10-10 12:40:00,"КАШИРСКОЕ ШОССЕ, 92 км",55.001667,37.950833,2,0.0,1.0,3,88.4,27.6,88.89,0.0,30.5,6.2,15.7
907,907,2015-10-10 17:45:00,"г Павловский Посад, проезд Большой железнодорожный, 23",55.776111,38.663889,1,0.0,1.0,3,90.2,27.7,86.95,0.0,31.2,6.2,13.8
908,908,2015-10-10 19:00:00,"г Железнодорожный, ул Пролетарская, 2",55.453889,38.035833,2,0.0,1.0,1,88.6,28.1,89.75,0.0,30.8,6.2,15.4
909,909,2015-10-10 19:00:00,,56.1,37.04,2,0.0,2.0,3,98.3,26.9,86.66,0.0,30.4,6.2,12.1
910,910,2015-10-11 09:45:00,"г Москва, ул Нижегородская, 98а",55.0,37.0,4,0.0,1.0,1,90.6,31.4,88.55,0.0,34.5,6.2,7.9
911,911,2015-10-12 12:40:00,"д Покровское, ул Центральная",55.448333,37.015833,10,0.0,1.0,1,82.2,28.4,79.73,0.0,34.0,6.2,7.8
912,912,2015-10-13 09:15:00,"г Истра, ул Босова, 8",55.5425,36.520278,10,0.0,1.0,1,92.5,32.1,79.19,0.0,38.0,6.2,3.9
913,913,2015-10-19 05:50:00,"М-9 Балтия Москва - Волоколамск - граница с Латвийской Республикой, 67 км",55.892778,36.65,1,0.0,1.0,1,75.9,36.3,79.54,0.0,42.2,4.0,6.7
914,914,2015-10-19 06:00:00,"г Троицк, ул Городская, 6",55.491944,37.320556,1,0.0,2.0,3,61.9,36.9,83.08,0.0,41.7,4.0,6.0
915,915,2015-10-19 06:15:00,,55.556667,37.321389,1,0.0,1.0,3,56.5,37.1,84.67,0.0,41.3,3.8,6.4
916,916,2015-10-23 08:00:00,"г Озеры, ул Ленина, 80",54.851667,38.535278,1,0.0,1.0,3,93.6,22.8,55.68,0.0,37.2,9.1,6.9
917,917,2015-10-23 17:35:00,"г Бронницы, ул Советская",55.423611,38.269167,1,0.0,1.0,1,88.5,24.1,58.56,0.0,37.3,6.2,7.1
918,918,2015-10-23 19:00:00,"MКАД-ЖЕЛЕЗНОДОРОЖНЫЙ-ЛИКИНО-ДУЛЕВО, 62 км",55.4433,38.4428,2,0.0,1.0,1,88.8,24.1,58.61,0.0,37.3,6.2,6.9
919,919,2015-10-23 20:30:00,"г Орехово-Зуево, ул Урицкого, 52",55.646667,38.9675,2,0.0,1.0,3,88.0,24.1,58.52,0.0,37.3,6.2,7.5
920,920,2015-10-25 07:50:00,"ПАНИНО-НИКОНОВСКОЕ-МАЛИНО, 15 км",55.253333,38.216667,6,1.0,0.0,2,100.0,39.1,98.86,0.0,39.4,2.5,3.5
921,921,2015-10-25 16:10:00,"М-5 Урал Москва - Рязань - Пенза - Самара - Уфа – Челябинск (основное направление), 71 км",55.352222,38.418611,1,0.0,1.0,1,100.0,39.1,98.81,0.0,39.4,2.1,3.1
922,922,2015-10-25 19:05:00,"А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 23 км",55.434722,38.316389,1,0.0,1.0,3,100.0,39.1,99.25,0.0,39.3,1.8,2.8
923,923,2015-10-25 19:10:00,"г Пушкино, ш Ярославское, 178",56.004167,37.873056,6,0.0,1.0,3,100.0,39.6,94.99,0.0,40.9,2.2,1.2
924,924,2015-10-25 20:10:00,"с Ямкино, ул Советская, 29",55.923611,38.396667,1,0.0,2.0,1,100.0,39.4,96.62,0.0,40.3,2.1,2.2
925,925,2015-10-25 20:30:00,"г Москва, проезд Погонный, 5-1",55.497778,37.421111,3,1.0,0.0,2,100.0,39.2,95.19,0.0,40.5,3.2,2.5
926,926,2015-10-25 21:00:00,"ЧЕПЕЛЕВО-ВЕЛЬЯМИНОВО, 1 км",55.313889,37.865,1,0.0,1.0,1,100.0,39.1,99.55,0.0,39.2,3.0,4.2
927,927,2015-10-25 21:10:00,"г Москва, пр-кт Ленинский, 78",55.681667,37.535278,1,0.0,1.0,1,100.0,39.2,93.66,0.0,40.9,3.1,2.1
928,928,2015-10-25 21:10:00,"г Москва, ул Дорогомиловская Б., 1",55.746111,37.5625,1,0.0,1.0,3,100.0,39.2,92.23,0.0,41.3,2.8,1.8
929,929,2015-10-25 21:35:00,"г Москва, ул 800-летия Москвы, 2",55.875278,37.530278,1,0.0,1.0,1,100.0,39.4,92.59,0.0,41.4,2.1,0.6
930,930,2015-10-25 21:45:00,"п Востряково, ул Вокзальная, 63",55.404444,37.82,1,0.0,1.0,3,100.0,39.1,99.81,0.0,39.2,3.0,4.3
931,931,2015-10-26 01:00:00,"г Москва, км МКАД 31-й, 000",55.573056,37.653333,1,0.0,1.0,3,99.0,39.2,94.29,0.0,40.7,1.3,4.3
932,932,2015-10-26 01:08:00,"КАШИРСКОЕ ШОССЕ, 29 км",55.53,37.600556,1,0.0,1.0,3,99.6,39.2,93.63,0.0,40.9,1.3,4.4
933,933,2015-10-26 02:30:00,"д Масловка, МОСКВА-СИМФЕРОПОЛЬ, 64 км",55.133333,37.301944,3,0.0,1.0,3,98.5,39.3,95.2,0.0,40.5,1.4,4.3
934,934,2015-10-26 05:55:00,"М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 64 км",55.215556,37.876944,1,2.0,3.0,2,99.3,39.1,97.54,0.0,39.8,1.7,5.4
935,935,2015-10-26 06:20:00,"г Москва, ул Обручева, 18",55.658333,37.515,1,0.0,1.0,1,96.0,39.2,94.23,0.0,40.8,1.3,3.7
936,936,2015-10-26 06:25:00,"г Электросталь, ул Островского, 26",55.768056,38.452778,1,0.0,1.0,1,98.9,39.3,97.99,0.0,39.8,1.7,4.7
938,938,2015-10-26 09:30:00,"г Москва, пр-кт Ленинский, 78",55.681944,37.536389,1,0.0,1.0,1,96.1,39.2,94.51,0.0,40.7,1.3,3.6
939,939,2015-10-26 13:05:00,"г Москва, ул Пятницкая, 57СТР1",55.733611,37.627222,3,0.0,1.0,3,97.6,39.2,95.19,0.0,40.4,1.4,3.1
941,941,2015-10-26 16:40:00,"г Москва, ул Краснодарская, 72 к.1",55.670556,37.779167,1,0.0,2.0,1,98.7,39.1,95.57,0.0,40.3,1.5,3.9
942,942,2015-10-26 16:50:00,"г Москва, проезд Россошанский, 8 К2",55.595989,37.605812,1,0.0,1.0,3,98.7,39.2,94.09,0.0,40.7,1.3,4.2
943,943,2015-10-26 17:30:00,"г Куровское, ул Пролетарка",55.345556,38.532222,1,0.0,1.0,1,100.0,39.1,98.19,0.0,39.6,1.7,5.0
944,944,2015-10-26 18:05:00,"г Москва, ул Даниловский Вал, 10-12",55.711506,37.625443,1,0.0,1.0,3,97.2,39.2,95.02,0.0,40.5,1.4,3.3
945,945,2015-10-26 18:15:00,"г Москва, ул Красноармейская, 24",55.8,37.5425,1,0.0,1.0,1,98.6,39.1,95.39,0.0,40.3,1.5,2.7
946,946,2015-10-26 18:20:00,"г Домодедово, КАШИРСКОЕ ШОССЕ, 46 км",55.0,37.0,1,0.0,1.0,1,98.9,39.7,95.27,0.0,41.0,1.2,3.5
947,947,2015-10-26 20:10:00,"г Егорьевск, ш Коломенское, 9",55.368333,39.066667,1,0.0,1.0,1,100.0,39.1,100.0,0.0,39.1,1.9,5.4
948,948,2015-10-26 21:10:00,"БАРЫБИНО-КИШКИНО-Б.АЛЕКСЕЕВСКОЕ, 1 км",55.241667,37.870833,1,1.0,0.0,2,99.4,39.1,97.76,0.0,39.7,1.7,5.5
949,949,2015-10-27 04:00:00,"рп Обухово, М-7 Волга Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление), 43 км",55.829167,38.279444,1,0.0,2.0,1,98.3,38.7,92.62,0.0,40.6,6.2,6.2
951,951,2015-10-27 08:10:00,"г Москва, пр-кт Ломоносовский, 27 корп 4",55.701389,37.521389,1,0.0,1.0,1,99.3,38.2,90.98,0.0,40.6,6.2,5.8
952,952,2015-10-27 08:55:00,"М-1 Беларусь Москва - граница с Республикой Белоруссия (основное направление), 107 км",55.459444,36.035278,1,0.0,1.0,1,94.5,38.2,93.94,0.0,39.8,4.3,2.2
954,954,2015-10-27 20:45:00,"М-9 Балтия Москва - Волоколамск - граница с Латвийской Республикой, 82 км",55.977778,36.463333,1,0.0,1.0,3,100.0,37.9,91.57,0.0,40.2,6.2,6.1
